id,date time,latitude,longitude,Height,Type,Amplitude,2D_Error,minute of the day
6670,20110818 13:40:54,50.8433,4.1271,4.6,2,8.4,0.119,820
6671,20110818 13:40:58,50.5725,3.375,4.9,2,20.9,0.07,820
6672,20110818 13:40:58,50.5678,3.3671,0,1,-26.4,0.042,820
6673,20110818 13:40:58,50.6153,3.363,0,1,-10.9,0.047,820
6674,20110818 13:40:58,50.5952,3.3808,0,1,-6.3,0.059,820
6675,20110818 13:40:58,50.777,3.3127,5.6,2,27.8,0.071,820
6676,20110818 13:40:58,50.7818,3.3529,0,1,-12,0.045,820
6677,20110818 13:41:07,50.428,3.1335,6.1,2,-47.7,0.111,821
6678,20110818 13:41:07,50.428,3.1345,4.2,2,-49.9,0.055,821
6679,20110818 13:41:09,50.0404,3.11,0,1,-11.9,0.043,821
6680,20110818 13:41:09,50.0447,3.1252,0,1,-11.9,0.043,821
6681,20110818 13:41:10,50.0059,3.1007,0,1,-18.1,0.039,821
6682,20110818 13:41:12,50.5453,3.3519,10.5,2,7,0.765,821
6683,20110818 13:41:12,50.549,3.3573,10.5,2,5.3,0.594,821
6684,20110818 13:41:12,50.5472,3.3542,10.7,2,20.3,0.844,821
6685,20110818 13:41:24,50.4891,3.3074,7.6,2,5.7,0.548,821
6686,20110818 13:41:25,51.4626,3.1905,0,1,56.3,0.045,821
6687,20110818 13:41:25,51.4631,3.2003,0,1,13.3,0.054,821
6688,20110818 13:41:25,51.4474,3.1351,0,1,8.5,0.064,821
6689,20110818 13:41:25,51.4561,3.1934,10.8,2,7.1,0.212,821
6690,20110818 13:41:26,51.471,3.1764,0,1,-8.3,0.085,821
6691,20110818 13:41:28,51.2018,3.2299,0,1,32.3,0.041,821
6692,20110818 13:41:28,51.1916,3.2272,0,1,-66.6,0.046,821
6693,20110818 13:41:28,51.1914,3.2271,0,1,-29.1,0.041,821
6694,20110818 13:41:28,51.1852,3.222,0,1,-19.7,0.043,821
6695,20110818 13:41:28,50.6925,3.6099,0,1,13.1,0.056,821
6696,20110818 13:41:28,50.6917,3.6066,7.6,2,-9.3,0.143,821
6697,20110818 13:41:28,50.6893,3.5779,6.1,2,5.7,0.137,821
6698,20110818 13:41:28,50.6866,3.6199,0,1,11.8,0.068,821
6699,20110818 13:41:28,50.693,3.617,8.9,2,7.8,0.238,821
6700,20110818 13:41:29,50.6915,3.63,0,1,9.1,0.061,821
6701,20110818 13:41:29,50.734,3.6009,0,1,6.8,0.158,821
6702,20110818 13:41:29,50.7042,3.5549,0,1,-70.4,0.063,821
6703,20110818 13:41:39,50.5304,3.3384,0,1,-21.2,0.045,821
6707,20110818 13:41:47,50.8353,4.0321,0,1,20.6,0.046,821
6708,20110818 13:41:47,50.8455,4.0193,0,1,-33.5,0.049,821
6709,20110818 13:41:47,50.8396,4.0106,0,1,-29.9,0.038,821
6710,20110818 13:41:47,50.8308,4.0196,0,1,-17.7,0.044,821
6711,20110818 13:41:49,50.4442,3.1921,8,2,-23.2,0.272,821
6712,20110818 13:41:49,50.4459,3.2102,10.9,2,9.3,0.492,821
6713,20110818 13:41:49,50.4452,3.1976,8.7,2,10,0.539,821
6714,20110818 13:41:49,50.444,3.1878,7.6,2,9.7,0.378,821
6716,20110818 13:41:51,50.057,3.9293,0,1,-151.6,0.046,821
6717,20110818 13:41:51,50.0479,3.8607,0,2,9.1,0.442,821
6718,20110818 13:41:51,50.0281,3.9031,12.1,2,5.1,0.207,821
6719,20110818 13:41:51,50.0324,3.9054,8.3,2,-6,0.1,821
6720,20110818 13:41:51,50.0695,3.9612,0,1,8.2,0.054,821
6721,20110818 13:41:51,50.0626,3.9717,8.8,2,7.7,0.105,821
6722,20110818 13:41:51,50.0718,3.9642,13.1,2,-6.4,0.23,821
6723,20110818 13:41:54,50.4843,3.3118,6.6,2,-6.2,0.242,821
6724,20110818 13:41:58,50.5739,3.3992,10,2,4.8,0.694,821
6725,20110818 13:42:02,50.8371,4.143,0,1,3.2,0.069,822
6728,20110818 13:42:09,50.5019,3.3184,8,2,6.7,0.433,822
6729,20110818 13:42:09,50.4986,3.333,0,1,7.7,0.061,822
6730,20110818 13:42:14,50.5471,3.3423,9.7,2,6.3,0.623,822
6733,20110818 13:42:23,50.4858,3.3086,7.6,2,6.1,0.389,822
6734,20110818 13:42:23,50.4843,3.3201,0,1,4.8,0.066,822
6735,20110818 13:42:32,50.549,3.3416,7.7,2,4.4,0.476,822
6736,20110818 13:42:36,50.6304,3.3871,0,1,-24.4,0.059,822
6737,20110818 13:42:36,50.6287,3.3876,0,1,-5.5,0.07,822
6738,20110818 13:42:36,50.6321,3.3813,5.7,2,-5.4,0.251,822
6739,20110818 13:42:36,50.6288,3.3873,0,1,-6.7,0.062,822
6745,20110818 13:42:45,50.4865,3.3218,8.3,2,-9.2,0.338,822
6746,20110818 13:42:45,50.4904,3.321,9.4,2,4.9,0.532,822
6747,20110818 13:42:45,50.4885,3.3201,7.2,2,7.3,0.35,822
6748,20110818 13:42:45,50.4921,3.3202,6.6,2,6.3,0.277,822
6749,20110818 13:42:49,50.5523,3.3505,0,1,-31.6,0.043,822
6750,20110818 13:42:49,50.5616,3.3684,0,1,-10.5,0.047,822
6751,20110818 13:42:49,50.5739,3.3942,7.7,2,6.3,0.424,822
6752,20110818 13:42:57,50.7254,3.3583,5.4,2,55.7,0.184,822
6753,20110818 13:42:57,50.7121,3.3439,0,1,-34.4,0.05,822
6754,20110818 13:43:03,50.0552,3.9585,0,1,-75.5,0.043,823
6755,20110818 13:43:03,50.0611,3.9504,0,1,-29.3,0.043,823
6756,20110818 13:43:03,50.0614,3.9486,0,1,-31,0.04,823
6757,20110818 13:43:03,50.4942,3.3148,7.6,2,-5.5,0.318,823
6758,20110818 13:43:03,50.0488,3.9408,0,1,-11.5,0.046,823
6759,20110818 13:43:07,50.8215,4.1444,7.8,2,7,0.668,823
6760,20110818 13:43:10,50.6373,3.3881,7.5,2,6.5,0.322,823
6761,20110818 13:43:10,50.6381,3.3924,9.3,2,4.9,0.712,823
6762,20110818 13:43:19,50.4634,3.2076,0,1,7.6,0.075,823
6763,20110818 13:43:19,50.4719,3.1861,0,1,-7.6,0.059,823
6764,20110818 13:43:30,50.5528,3.3618,8.7,2,5.5,0.529,823
6765,20110818 13:43:30,50.5546,3.3619,9.4,2,5.7,0.635,823
6766,20110818 13:43:30,50.5545,3.3609,8.1,2,6.7,0.429,823
6767,20110818 13:43:30,50.5498,3.3639,7.6,2,4,0.396,823
6768,20110818 13:43:30,50.5533,3.3587,0,2,-5.3,0.06,823
6769,20110818 13:43:30,50.5676,3.3584,8.9,2,4.9,0.625,823
6770,20110818 13:43:30,50.5872,3.4089,8.4,2,3.5,0.384,823
6771,20110818 13:43:34,50.0444,3.1908,0,2,8,0.047,823
6772,20110818 13:43:34,50.0315,3.1971,0,1,-13.2,0.043,823
6773,20110818 13:43:34,50.0348,3.2171,0,1,11.7,0.055,823
6774,20110818 13:43:34,50.0345,3.2028,0,1,11.8,0.046,823
6775,20110818 13:43:36,50.6377,3.3976,0,1,-24,0.045,823
6776,20110818 13:43:36,50.636,3.4064,5.5,2,16.5,0.077,823
6777,20110818 13:43:36,50.6257,3.4054,0,1,-14.9,0.045,823
6778,20110818 13:43:36,50.6251,3.4058,0,1,-12.4,0.046,823
6779,20110818 13:43:36,50.6233,3.4054,0,1,-51.8,0.049,823
6780,20110818 13:43:42,50.4986,3.3358,0,1,7.7,0.071,823
6781,20110818 13:43:42,50.5006,3.3242,4.9,2,6.3,0.185,823
6782,20110818 13:43:42,50.5155,3.331,0,1,-9.8,0.036,823
6783,20110818 13:43:42,50.5161,3.3307,0,1,-11.3,0.04,823
6784,20110818 13:43:43,51.3789,3.2029,0,2,31.3,0.046,823
6785,20110818 13:43:43,50.3127,4.0307,0,1,-10.5,0.046,823
6786,20110818 13:43:44,50.3135,4.0664,0,1,-11.8,0.039,823
6787,20110818 13:43:46,50.586,3.4291,4.9,2,20.2,0.068,823
6788,20110818 13:43:46,50.579,3.3948,0,1,-13.1,0.04,823
6789,20110818 13:43:52,50.853,4.035,0,1,-5.7,0.063,823
6790,20110818 13:43:52,50.8639,4.0946,3.4,2,4.4,0.088,823
6791,20110818 13:43:52,50.8621,4.126,0,1,-6.6,0.062,823
6792,20110818 13:43:52,50.8621,4.1156,5.6,2,5.2,0.226,823
6793,20110818 13:43:52,50.8725,4.034,0,1,-8.2,0.051,823
6794,20110818 13:43:52,50.8516,4.0841,0,1,6.8,0.06,823
6795,20110818 13:43:52,50.8529,4.0865,0,1,9.1,0.047,823
6796,20110818 13:43:52,50.893,4.0702,4.8,2,-4.4,0.15,823
6797,20110818 13:43:55,50.5534,3.3715,0,1,7,0.064,823
6798,20110818 13:43:55,50.4944,3.3404,9.7,2,6.2,0.601,823
6799,20110818 13:43:55,50.4926,3.3379,8.4,2,-8.5,0.464,823
6800,20110818 13:44:03,50.4564,3.1947,3.8,2,-33.7,0.051,824
6801,20110818 13:44:03,50.4613,3.2374,0,1,-9.5,0.045,824
6802,20110818 13:44:07,50.5577,3.3741,7.6,2,-17.3,0.287,824
6803,20110818 13:44:07,50.5559,3.3757,6,2,5.5,0.21,824
6808,20110818 13:44:10,51.2181,3.2725,0,1,-9.3,0.05,824
6809,20110818 13:44:10,51.2008,3.2763,0,1,-70.1,0.045,824
6810,20110818 13:44:10,51.2196,3.2337,0,1,-24,0.039,824
6811,20110818 13:44:10,51.2194,3.2447,0,1,-31.7,0.045,824
6812,20110818 13:44:10,51.2216,3.2329,0,2,11.5,0.057,824
6813,20110818 13:44:10,51.2176,3.2355,0,1,11.7,0.149,824
6814,20110818 13:44:10,51.2206,3.1859,7.3,2,-7.6,0.143,824
6815,20110818 13:44:10,51.216,3.1766,8,2,-7,0.085,824
6816,20110818 13:44:10,51.2117,3.1572,0,1,7.4,0.057,824
6817,20110818 13:44:17,50.5834,3.3955,6.9,2,3.8,0.322,824
6818,20110818 13:44:17,50.559,3.3795,9.1,2,4.4,0.599,824
6819,20110818 13:44:17,50.5695,3.3477,0,1,6.8,0.058,824
6820,20110818 13:44:25,50.5011,3.3402,6,2,12.2,0.104,824
6821,20110818 13:44:27,50.0833,3.9932,0,1,22,0.041,824
6822,20110818 13:44:27,50.0824,3.9957,8,2,7.5,0.087,824
6823,20110818 13:44:34,50.5885,3.4364,5.2,2,5.4,0.185,824
6824,20110818 13:44:34,50.5928,3.4022,0,1,-24.1,0.037,824
6825,20110818 13:44:34,50.5914,3.3893,0,1,-21.5,0.043,824
6826,20110818 13:44:34,50.6124,3.4143,0,1,-30.6,0.039,824
6827,20110818 13:44:34,50.5864,3.4208,0,1,-6.9,0.06,824
6828,20110818 13:44:34,50.5965,3.4016,0,1,-37,0.044,824
6829,20110818 13:44:37,50.7075,3.6697,0,2,-19.2,0.041,824
6830,20110818 13:44:37,50.714,3.6738,7.1,2,19,0.132,824
6831,20110818 13:44:37,50.7157,3.6676,0,1,12.3,0.043,824
6832,20110818 13:44:37,50.7123,3.6841,0,1,5.4,0.062,824
6833,20110818 13:44:37,50.7054,3.8195,6.5,2,5.7,0.208,824
6834,20110818 13:44:40,50.3192,4.046,0,1,7.4,0.058,824
6835,20110818 13:44:40,50.3303,4.0643,0,1,-18.5,0.042,824
6836,20110818 13:44:40,50.3136,4.0249,0,1,-17.9,0.037,824
6837,20110818 13:44:40,50.3267,4.019,0,1,-13.1,0.06,824
6838,20110818 13:44:41,50.559,3.387,8.5,2,-10.4,0.319,824
6842,20110818 13:44:44,50.8692,4.1304,0,1,6.8,0.087,824
6843,20110818 13:44:45,50.8061,4.3076,4.6,2,-14.8,0.738,824
6844,20110818 13:44:46,50.7305,3.3879,4.2,2,14.3,0.074,824
6845,20110818 13:44:46,50.7206,3.3901,0,1,-49.3,0.06,824
6846,20110818 13:44:46,50.7044,3.4013,0,1,-17.8,0.047,824
6847,20110818 13:44:51,50.5037,3.348,7.4,2,7.1,0.319,824
6848,20110818 13:44:55,50.6463,3.4277,0,1,-5.7,0.063,824
6849,20110818 13:44:55,50.6317,3.4139,0,1,-13.2,0.049,824
6850,20110818 13:44:55,50.6312,3.4138,0,1,-12.5,0.048,824
6851,20110818 13:44:55,50.6307,3.4121,0,1,-44.1,0.042,824
6852,20110818 13:44:55,50.6313,3.4134,0,1,-11.1,0.047,824
6853,20110818 13:44:55,50.632,3.4136,3.1,2,-5.4,0.098,824
6854,20110818 13:44:55,50.631,3.4126,0,1,-15,0.04,824
6855,20110818 13:44:55,50.63,3.415,0,1,-6.6,0.074,824
6856,20110818 13:44:55,50.6301,3.4149,0,1,-7.3,0.065,824
6857,20110818 13:44:58,50.7882,4.2269,0,1,-18.7,0.043,824
6859,20110818 13:45:16,50.331,4.0622,0,1,-16.7,0.042,825
6860,20110818 13:45:16,50.3135,4.0606,0,1,-19.1,0.04,825
6861,20110818 13:45:17,50.5925,3.4467,0,1,-3.4,0.06,825
6862,20110818 13:45:20,50.8477,4.0978,0,1,-34.3,0.043,825
6863,20110818 13:45:24,50.5031,3.3588,7.3,2,6.1,0.33,825
6864,20110818 13:45:26,50.5675,3.3969,5.9,2,6.4,0.186,825
6869,20110818 13:45:38,50.5718,3.4086,0,1,-27.4,0.043,825
6870,20110818 13:45:38,50.5725,3.4083,0,1,-17.5,0.042,825
6871,20110818 13:45:38,50.5734,3.4089,0,1,-29.2,0.043,825
6872,20110818 13:45:38,50.572,3.4086,0,1,-7.6,0.05,825
6873,20110818 13:45:39,50.5655,3.401,0,1,7,0.064,825
6876,20110818 13:45:56,50.6631,3.4025,0,1,-25.8,0.048,825
6877,20110818 13:45:56,50.6533,3.4143,0,1,-21.3,0.044,825
6878,20110818 13:45:56,50.6556,3.4162,0,1,-13.4,0.05,825
6879,20110818 13:45:56,50.6536,3.4164,3.5,2,-17.2,0.049,825
6880,20110818 13:45:56,50.654,3.4169,4.1,2,-38.3,0.065,825
6881,20110818 13:45:56,50.6622,3.448,0,1,-7.1,0.075,825
6882,20110818 13:45:56,50.6547,3.4169,0,1,-25.9,0.05,825
6883,20110818 13:45:56,50.6525,3.4174,0,1,-7.4,0.06,825
6884,20110818 13:45:58,50.5053,3.3746,0,1,7.6,0.062,825
6885,20110818 13:45:58,50.505,3.3735,9.5,2,6.1,0.523,825
6886,20110818 13:45:58,50.5221,3.3514,11,2,-8.6,0.728,825
6887,20110818 13:46:00,51.2317,3.2867,0,1,11,0.046,826
6888,20110818 13:46:00,51.2207,3.3002,0,1,-26.7,0.042,826
6889,20110818 13:46:00,51.2222,3.2775,0,1,-11.9,0.047,826
6890,20110818 13:46:00,51.2255,3.305,0,1,7.7,0.065,826
6891,20110818 13:46:00,51.2253,3.3068,0,1,6.7,0.07,826
6892,20110818 13:46:00,51.2429,3.3055,6.9,2,7.2,0.11,826
6893,20110818 13:46:02,51.3974,3.2247,0,1,22.2,0.044,826
6894,20110818 13:46:02,51.4059,3.2191,0,1,-12.5,0.054,826
6895,20110818 13:46:02,50.5622,3.3992,7.9,2,5.3,0.428,826
6896,20110818 13:46:02,50.5674,3.3952,8.5,2,7,0.437,826
6897,20110818 13:46:02,50.5722,3.3886,5.8,2,-9.3,0.183,826
6898,20110818 13:46:03,50.5612,3.4152,6.1,2,6.2,0.169,826
6900,20110818 13:46:07,50.0804,4.0033,4.7,2,19.4,0.042,826
6901,20110818 13:46:07,50.0748,3.9771,0,1,-102.8,0.045,826
6902,20110818 13:46:07,50.08,4.0057,0,1,15.2,0.045,826
6903,20110818 13:46:07,50.0813,4.0048,0,1,10,0.055,826
6904,20110818 13:46:07,50.0844,3.998,0,1,-43.9,0.039,826
6905,20110818 13:46:07,50.0848,3.9974,0,1,-17.6,0.043,826
6906,20110818 13:46:07,50.0774,3.9993,6.9,2,8.5,0.072,826
6907,20110818 13:46:07,50.0887,3.9543,0,1,-10.7,0.039,826
6908,20110818 13:46:07,50.3385,4.0932,0,1,-11.1,0.039,826
6909,20110818 13:46:07,50.3358,4.0366,0,1,-11.5,0.046,826
6910,20110818 13:46:07,50.3392,3.9893,0,1,-12.1,0.038,826
6911,20110818 13:46:17,50.8514,4.1065,0,1,-36.2,0.04,826
6912,20110818 13:46:17,50.8712,4.0661,0,1,-6.2,0.061,826
6913,20110818 13:46:17,50.8707,4.105,0,1,-7.4,0.07,826
6914,20110818 13:46:17,50.8712,4.1046,4.3,2,-6.9,0.124,826
6915,20110818 13:46:17,50.8823,4.0791,0,1,5.5,0.106,826
6916,20110818 13:46:20,50.5844,3.4539,0,1,12.3,0.053,826
6917,20110818 13:46:20,50.5818,3.4458,0,1,-7,0.058,826
6918,20110818 13:46:22,50.6713,3.4277,0,1,4.3,0.061,826
6919,20110818 13:46:22,50.6705,3.4349,9.8,2,6.4,0.636,826
6920,20110818 13:46:22,50.6692,3.4367,8.6,2,7.2,0.371,826
6925,20110818 13:46:27,51.2081,3.4047,0,1,10.8,0.043,826
6926,20110818 13:46:28,50.4629,3.1997,0,1,-26.2,0.041,826
6927,20110818 13:46:28,50.4665,3.2457,0,1,-10.7,0.043,826
6932,20110818 13:46:32,50.5699,3.4028,7.1,2,6.3,0.246,826
6933,20110818 13:46:38,50.5162,3.3906,0,1,5.1,0.058,826
6934,20110818 13:46:46,50.6689,3.4381,0,1,-21.7,0.049,826
6935,20110818 13:46:46,50.6691,3.437,0,1,-30,0.045,826
6936,20110818 13:46:46,50.7429,3.3988,4,2,-33.8,0.071,826
6937,20110818 13:46:46,50.7318,3.3861,0,1,-67.8,0.068,826
6938,20110818 13:46:46,50.7216,3.4072,0,1,-18.8,0.048,826
6939,20110818 13:46:46,50.6597,3.4346,0,1,5.1,0.069,826
6940,20110818 13:46:46,50.7472,3.4115,0,1,-11.1,0.055,826
6941,20110818 13:46:46,50.6576,3.4064,0,1,-8.9,0.047,826
6942,20110818 13:46:46,50.6583,3.4075,0,1,-5.9,0.056,826
6943,20110818 13:46:46,50.657,3.4052,0,1,-20.9,0.046,826
6944,20110818 13:46:51,50.6158,3.4466,9.8,2,5.2,0.536,826
6945,20110818 13:46:51,50.5942,3.3805,6.3,2,-3.6,0.257,826
6946,20110818 13:46:54,50.8149,4.362,5,2,-13.2,1.078,826
6947,20110818 13:46:58,50.5227,3.3913,0,1,-10.4,0.044,826
6948,20110818 13:46:58,50.5289,3.3976,0,1,-6,0.09,826
6949,20110818 13:46:58,50.5226,3.4091,0,1,-12.9,0.043,826
6950,20110818 13:47:01,50.5714,3.4121,8.5,2,6.1,0.334,827
6951,20110818 13:47:09,50.0962,4.0322,8.2,2,7.7,0.088,827
6952,20110818 13:47:09,50.0949,4.0409,8.7,2,8,0.096,827
6953,20110818 13:47:10,50.6598,3.4519,0,1,-30.9,0.047,827
6954,20110818 13:47:10,50.6317,3.4331,0,1,-10.6,0.049,827
6955,20110818 13:47:10,50.665,3.4272,0,1,-17.8,0.044,827
6956,20110818 13:47:12,50.8133,3.4093,4.6,2,90,0.06,827
6957,20110818 13:47:12,50.815,3.3937,0,1,-6.5,0.086,827
6958,20110818 13:47:12,50.8195,3.3991,0,1,-9.5,0.045,827
6959,20110818 13:47:13,50.7966,3.3957,0,1,-13.8,0.044,827
6960,20110818 13:47:13,50.5668,3.4186,8.5,2,5.4,0.473,827
6962,20110818 13:47:14,50.5245,3.3736,7.4,2,-40.1,0.234,827
6963,20110818 13:47:14,50.5242,3.3857,0,1,-15.3,0.06,827
6964,20110818 13:47:14,50.5247,3.3703,5.9,2,-8.2,0.182,827
6965,20110818 13:47:19,50.7126,3.6406,0,1,20,0.055,827
6966,20110818 13:47:19,50.7038,3.633,0,1,-30.9,0.046,827
6967,20110818 13:47:19,50.7032,3.6328,0,1,-33,0.043,827
6968,20110818 13:47:19,50.7072,3.6237,0,1,-43.5,0.048,827
6969,20110818 13:47:19,50.7282,3.71,11.3,2,7,0.359,827
6970,20110818 13:47:27,50.3392,4.0917,0,1,11,0.052,827
6971,20110818 13:47:27,50.3474,4.1037,0,1,-28.8,0.045,827
6972,20110818 13:47:27,50.3357,4.1207,0,1,-9.8,0.043,827
6973,20110818 13:47:28,50.5907,3.4414,0,1,-6.4,0.061,827
6974,20110818 13:47:28,50.5887,3.4554,0,1,9.2,0.056,827
6975,20110818 13:47:28,50.5872,3.455,4.2,2,6.3,0.119,827
6976,20110818 13:47:28,50.5888,3.4508,0,1,6.8,0.055,827
6977,20110818 13:47:28,50.5923,3.4469,8.7,2,5.2,0.404,827
6978,20110818 13:47:28,50.6741,3.4607,0,1,8,0.065,827
6979,20110818 13:47:28,50.6787,3.456,8.9,2,5.2,0.376,827
6980,20110818 13:47:30,51.2166,3.3702,0,1,8.9,0.059,827
6984,20110818 13:47:33,50.4814,3.2459,8.1,2,4.2,0.468,827
6985,20110818 13:47:36,50.5804,3.4117,8.5,2,6,0.498,827
6986,20110818 13:47:42,50.6744,3.4273,0,1,-17.1,0.047,827
6987,20110818 13:47:42,50.6599,3.4467,0,1,-17.1,0.046,827
6988,20110818 13:47:42,50.6722,3.4229,0,1,-17.3,0.046,827
6989,20110818 13:47:42,50.6714,3.4223,0,1,-30.2,0.039,827
6990,20110818 13:47:42,50.6721,3.4231,0,1,-6.3,0.061,827
6991,20110818 13:47:43,50.6719,3.4228,0,1,-9.2,0.045,827
6992,20110818 13:47:43,50.6718,3.4224,0,1,-11.9,0.047,827
6993,20110818 13:47:44,50.4886,3.2268,0,1,-9,0.049,827
6994,20110818 13:47:46,50.5255,3.3867,7.2,2,-21.6,0.223,827
6995,20110818 13:47:46,50.5245,3.386,7.2,2,5.6,0.521,827
6996,20110818 13:47:46,50.5248,3.3875,0,1,5,0.062,827
6997,20110818 13:47:51,50.6014,3.42,3.5,2,-9.2,0.059,827
6998,20110818 13:47:53,50.7539,3.4144,0,1,-8,0.081,827
6999,20110818 13:47:53,50.7482,3.4182,5.2,2,7.6,0.106,827
7000,20110818 13:47:53,50.7541,3.4199,3.7,2,-61.9,0.063,827
7001,20110818 13:47:53,50.7452,3.4323,0,1,-20.1,0.047,827
7002,20110818 13:47:53,50.7447,3.4324,0,1,-9.9,0.052,827
7003,20110818 13:47:56,50.5904,3.4294,7.8,2,6.1,0.292,827
7004,20110818 13:48:00,50.0658,3.2219,0,1,-27.8,0.044,828
7005,20110818 13:48:00,50.0616,3.2167,11.2,2,13.6,0.096,828
7006,20110818 13:48:00,50.0741,3.224,8.4,2,13.1,0.145,828
7007,20110818 13:48:00,50.075,3.2122,6.9,2,12.8,0.094,828
7008,20110818 13:48:00,50.0784,3.2315,10.2,2,8.1,0.219,828
7009,20110818 13:48:00,50.0705,3.241,0,1,15.1,0.041,828
7010,20110818 13:48:00,50.1012,3.3569,0,1,-20.6,0.037,828
7011,20110818 13:48:00,50.1027,3.3579,8.8,2,7.4,0.141,828
7012,20110818 13:48:01,50.5244,3.3983,8.4,2,5.9,0.65,828
7013,20110818 13:48:01,50.5269,3.3827,7.8,2,5.3,0.376,828
7014,20110818 13:48:05,50.5914,3.4619,7.6,2,4.7,0.246,828
7015,20110818 13:48:05,50.5882,3.4634,0,1,-6.3,0.06,828
7016,20110818 13:48:09,50.8726,4.0842,0,1,-18.7,0.037,828
7017,20110818 13:48:09,50.8594,4.1192,0,1,-12,0.044,828
7018,20110818 13:48:14,50.5878,3.4262,6.2,2,5.1,0.179,828
7019,20110818 13:48:19,50.6758,3.4595,0,1,-61.6,0.051,828
7020,20110818 13:48:20,50.6827,3.463,0,1,-19.3,0.044,828
7021,20110818 13:48:20,50.6744,3.462,0,1,-10.8,0.049,828
7023,20110818 13:48:23,50.596,3.452,7.1,2,-12.5,0.261,828
7024,20110818 13:48:23,50.5973,3.4477,8.8,2,6.6,0.434,828
7025,20110818 13:48:25,50.4873,3.2782,0,1,-5.1,0.061,828
7026,20110818 13:48:31,50.7569,3.3992,7.4,2,-14.7,0.223,828
7027,20110818 13:48:32,50.6019,3.4532,8.4,2,-7.1,0.304,828
7028,20110818 13:48:32,50.5282,3.3938,0,1,7,0.058,828
7029,20110818 13:48:37,50.3597,4.1061,0,2,-11,0.048,828
7030,20110818 13:48:37,50.3407,4.0762,0,1,-12.4,0.045,828
7031,20110818 13:48:37,50.3469,4.0958,7.7,2,-4.9,0.089,828
7032,20110818 13:48:48,50.4815,3.2507,7.1,2,7,0.376,828
7033,20110818 13:48:53,50.7552,3.4298,0,1,5.6,0.074,828
7034,20110818 13:48:53,50.5282,3.3956,0,1,-17,0.051,828
7035,20110818 13:48:53,50.5323,3.3929,7.2,2,5.9,0.251,828
7036,20110818 13:48:53,50.7261,3.4208,0,1,-11.5,0.043,828
7037,20110818 13:48:53,50.7703,3.4364,0,1,-12.5,0.052,828
7038,20110818 13:48:54,50.8104,4.035,3.9,2,16.9,0.046,828
7039,20110818 13:48:56,50.6037,3.4469,0,1,-6.7,0.115,828
7040,20110818 13:48:56,50.596,3.4564,5.3,2,-9.2,0.184,828
7043,20110818 13:49:03,50.6777,3.4511,0,1,-77.4,0.05,829
7044,20110818 13:49:03,50.6902,3.4644,0,1,-21.7,0.048,829
7045,20110818 13:49:03,50.6679,3.4256,0,1,-12.8,0.054,829
7046,20110818 13:49:03,50.6885,3.4545,0,1,-6.2,0.068,829
7047,20110818 13:49:03,50.6904,3.4632,4.3,2,-55.3,0.058,829
7048,20110818 13:49:03,50.6896,3.4632,0,1,-9.3,0.042,829
7049,20110818 13:49:03,50.6885,3.4672,0,1,-7.2,0.064,829
7050,20110818 13:49:03,50.6901,3.4633,0,1,-13.8,0.05,829
7051,20110818 13:49:03,50.6677,3.4476,0,1,-3.6,0.064,829
7052,20110818 13:49:03,50.6893,3.4628,0,1,-10.5,0.047,829
7053,20110818 13:49:03,50.6899,3.4632,0,1,-7.5,0.055,829
7054,20110818 13:49:03,50.6898,3.4628,0,1,-11.3,0.041,829
7055,20110818 13:49:03,50.6901,3.4635,0,1,-5.3,0.056,829
7056,20110818 13:49:05,50.5926,3.4684,0,1,-8,0.057,829
7057,20110818 13:49:07,50.5304,3.4017,7.6,2,6.9,0.299,829
7058,20110818 13:49:07,50.5364,3.3969,39.9,2,8.8,3.879,829
7059,20110818 13:49:07,50.5347,3.3907,8.2,2,6,0.377,829
7060,20110818 13:49:07,50.5296,3.4052,8,2,-15.8,0.226,829
7061,20110818 13:49:14,50.6018,3.4338,0,1,-8.4,0.049,829
7062,20110818 13:49:14,50.6128,3.4253,0,1,-10.5,0.045,829
7063,20110818 13:49:15,50.48,3.228,7.8,2,-6.4,0.435,829
7064,20110818 13:49:15,50.4735,3.2285,8.3,2,-6,0.462,829
7065,20110818 13:49:17,50.7172,3.6652,0,2,9.6,0.206,829
7066,20110818 13:49:17,50.7113,3.6534,0,1,-34.1,0.051,829
7067,20110818 13:49:17,50.7138,3.6497,0,1,-19.2,0.038,829
7068,20110818 13:49:17,50.5325,3.4043,0,1,-7.8,0.064,829
7069,20110818 13:49:17,50.5351,3.3922,7.6,2,-9.9,0.24,829
7070,20110818 13:49:17,50.5341,3.3955,7.7,2,8.7,0.361,829
7071,20110818 13:49:25,50.6039,3.4558,6.7,2,-5.6,0.2,829
7072,20110818 13:49:30,50.5386,3.3852,8.8,2,8.1,0.482,829
7073,20110818 13:49:30,50.5373,3.3877,7.9,2,9.8,0.258,829
7074,20110818 13:49:30,50.5411,3.3885,6.5,2,-5.3,0.256,829
7075,20110818 13:49:30,50.5383,3.383,7.4,2,8.1,0.358,829
7076,20110818 13:49:34,50.4893,3.2466,0,2,-9.3,0.096,829
7077,20110818 13:49:36,50.6192,3.4927,0,1,-11,0.1,829
7078,20110818 13:49:39,50.7656,3.4074,7.6,2,4.2,0.269,829
7079,20110818 13:49:39,50.7677,3.4101,0,1,-25.1,0.047,829
7080,20110818 13:49:39,50.7662,3.412,0,2,-8.1,0.055,829
